N,P,K,temperature,humidity,pH,rainfall,label,category
66.24,40.05,45.29,25.43,52.37,6.6,68.99,Safflower,Oilseeds
65.36,51.88,73.93,23.02,76.58,6.36,161.87,Jackfruit,Fruits
54.1,33.22,39.91,19.66,63.01,6.5,72.61,Coriander,Spices & Herbs
61.03,39.47,58.32,15.54,57.74,6.53,62.48,Radish,Vegetables
90.06,34.77,76.69,15.77,67.72,6.62,74.32,Swiss Chard,Vegetables
28.01,45.75,35.42,26.99,72.81,7.04,106.86,Pigeon Pea,Pulses & Legumes
61.75,47.34,88.8,23.63,76.04,5.78,248.25,Mangosteen,Fruits
125.49,59.91,87.53,20.34,53.24,6.33,77.51,Maize,Cereals & Grains
87.81,45.16,82.92,18.45,59.26,6.58,53.25,Leek,Vegetables
53.34,45.16,50.9,21.61,70.62,6.73,72.66,Basil,Spices & Herbs
40.43,31.21,43.3,33.99,49.84,6.48,50.48,Sisal,Fiber Crops
74.78,38.94,44.77,20.16,89.14,5.11,164.93,Tea,Cash Crops
58.89,27.25,58.56,22.51,89.23,6.43,210.9,Cardamom,Cash Crops
75.82,46.41,75.32,24.56,78.17,6.51,171.49,Rambutan,Fruits
83.91,36.74,43.04,9.29,55.39,6.73,54.22,Triticale,Cereals & Grains
31.93,47.64,35.15,27.22,64.51,6.69,65.47,Green Gram,Pulses & Legumes
76.35,46.94,79.49,19.78,87.15,5.48,265.75,Cocoa,Plantation Crops
63.63,55.32,75.94,13.58,62.46,6.45,88.79,Peach,Fruits
126.25,108.47,115.14,14.63,70.56,5.91,75.23,Potato,Vegetables
66.54,53.77,71.0,21.69,76.52,6.96,153.12,Passion Fruit,Fruits
76.0,43.83,42.43,23.89,66.99,6.87,99.12,Kenaf,Fiber Crops
32.03,58.31,51.11,22.35,52.63,6.62,58.28,Chickpea,Pulses & Legumes
23.32,37.65,44.51,26.34,62.99,6.19,63.52,Lima Bean,Pulses & Legumes
49.81,32.58,61.78,23.14,80.48,6.26,203.05,Cardamom,Cash Crops
44.68,28.16,32.78,32.16,43.31,6.64,38.65,Millet,Cereals & Grains
53.73,38.87,40.17,20.39,59.12,6.01,72.57,Coriander,Spices & Herbs
68.98,51.14,72.65,16.35,67.78,6.4,77.79,Peach,Fruits
74.29,38.93,83.31,14.07,60.18,6.48,126.96,Apple,Fruits
38.21,32.37,47.84,33.01,52.76,5.96,46.89,Sisal,Fiber Crops
34.27,55.98,68.54,27.6,70.51,6.82,99.26,Soybean,Pulses & Legumes
78.53,44.45,67.37,17.09,62.53,6.56,53.11,Lettuce,Vegetables
91.44,40.06,46.38,32.88,49.39,6.45,65.85,Sudan Grass,Fodder Crops
62.64,42.74,81.41,13.1,75.08,5.89,73.06,Raspberry,Fruits
27.77,51.0,50.65,18.85,48.07,6.66,67.23,Faba Bean,Pulses & Legumes
72.31,52.03,81.27,26.77,68.53,6.9,103.3,Orange,Fruits
68.65,59.57,74.39,15.24,49.23,6.89,94.47,Apricot,Fruits
50.03,37.96,61.7,22.45,66.3,6.43,97.29,Persimmon,Fruits
56.54,43.6,68.33,28.23,74.9,6.85,146.56,Litchi,Fruits
65.03,52.19,66.45,13.2,73.54,6.02,63.3,Strawberry,Fruits
25.21,28.91,34.7,30.03,48.14,6.7,28.61,Moth Bean,Pulses & Legumes
101.65,70.21,69.66,22.58,68.46,6.02,80.56,Brinjal,Vegetables
85.01,69.66,108.42,14.56,58.79,6.59,62.81,Brussels Sprouts,Vegetables
78.68,46.36,79.42,23.56,63.07,5.85,122.65,Grapefruit,Fruits
60.65,35.98,67.13,28.91,69.9,6.42,77.16,Bottle Gourd,Vegetables
68.03,59.3,65.82,14.66,74.12,6.02,60.46,Strawberry,Fruits
35.49,31.67,80.24,13.9,72.19,4.28,76.92,Blueberry,Fruits
57.1,44.82,63.81,9.93,58.87,7.2,83.26,Cherry,Fruits
78.46,49.89,75.61,12.96,65.78,6.22,77.48,Peach,Fruits
30.46,52.51,36.63,25.3,74.98,6.03,97.45,Black Gram,Pulses & Legumes
80.06,38.71,78.43,24.92,68.67,6.99,104.37,Orange,Fruits
29.8,47.81,50.56,14.12,58.85,6.48,69.44,Peas,Pulses & Legumes
75.89,34.65,64.53,19.78,73.68,7.01,119.2,Mulberry,Fruits
24.08,33.8,42.51,35.41,50.24,6.83,68.34,Cowpea,Pulses & Legumes
82.95,61.49,77.1,27.33,81.78,6.91,172.63,Ginger,Cash Crops
27.08,43.85,52.85,33.69,49.68,6.2,62.25,Cowpea,Pulses & Legumes
130.49,54.79,140.73,31.79,72.0,6.1,154.57,Banana,Fruits
65.3,35.74,29.22,15.21,53.39,6.73,62.96,Quinoa,Cereals & Grains
61.12,40.75,65.47,25.28,52.27,6.71,66.15,Watermelon,Fruits
53.3,29.34,45.92,13.39,69.39,6.72,58.87,Gooseberry,Fruits
83.96,47.64,102.5,28.7,77.68,6.42,163.16,Colocasia,Vegetables
100.5,65.39,94.19,15.47,63.52,6.95,61.49,Broccoli,Vegetables
93.39,74.39,106.49,24.15,65.8,6.44,78.9,Tomato,Vegetables
85.66,67.53,80.54,22.15,70.33,6.75,84.86,Capsicum,Vegetables
90.15,32.21,47.34,31.99,44.83,6.33,51.79,Sudan Grass,Fodder Crops
64.01,42.14,93.56,22.67,73.55,5.19,127.61,Pineapple,Fruits
30.12,37.2,52.97,32.85,58.31,7.79,54.59,Cluster Bean,Vegetables
80.71,50.32,90.3,23.53,64.44,7.16,115.01,Avocado,Fruits
60.59,34.67,30.0,16.53,46.11,6.69,57.82,Flax,Fiber Crops
38.19,28.44,67.65,42.05,36.67,8.21,26.59,Date Palm,Plantation Crops
86.37,62.18,107.25,18.05,75.12,6.74,97.59,Kiwi,Fruits
75.86,53.84,76.59,25.93,78.83,6.61,133.28,Jackfruit,Fruits
40.19,33.61,48.01,29.62,68.33,6.99,40.28,Tamarind,Plantation Crops
70.91,43.68,115.2,31.66,80.73,6.46,149.09,Coconut,Fruits
62.53,60.39,70.23,19.69,61.72,7.01,62.6,Garlic,Vegetables
91.83,52.53,67.36,27.05,68.93,6.32,61.42,Okra,Vegetables
77.97,48.08,36.24,12.28,49.29,6.89,71.92,Barley,Cereals & Grains
60.72,35.06,35.92,17.84,43.43,6.93,69.51,Flax,Fiber Crops
46.52,24.99,29.32,18.74,44.42,7.89,43.54,Cumin,Spices & Herbs
102.41,65.88,77.69,22.57,62.73,5.93,86.17,Brinjal,Vegetables
89.38,70.85,112.96,14.5,58.86,6.74,69.6,Brussels Sprouts,Vegetables
82.47,63.5,59.27,22.87,54.19,6.56,93.48,Sunflower,Oilseeds
51.28,40.92,50.23,23.39,54.74,6.6,86.58,Castor,Oilseeds
86.62,50.2,70.57,28.01,63.99,6.62,58.1,Okra,Vegetables
83.9,64.61,71.85,24.64,68.7,7.09,70.13,Zucchini,Vegetables
86.83,60.82,115.39,18.28,71.53,6.83,92.77,Kiwi,Fruits
49.67,24.93,25.49,18.94,51.98,6.9,51.2,Teff,Cereals & Grains
67.15,52.87,61.37,12.62,67.23,6.19,56.57,Strawberry,Fruits
28.61,56.88,62.72,16.01,69.62,7.98,81.09,Berseem,Fodder Crops
68.93,44.4,60.39,11.67,61.33,7.29,80.96,Cherry,Fruits
61.37,37.47,88.3,22.52,65.04,6.96,99.07,Lemon,Fruits
66.74,34.09,25.32,16.54,59.14,7.81,49.57,Quinoa,Cereals & Grains
68.75,53.21,85.74,26.89,56.9,6.98,78.98,Mango,Fruits
84.9,66.91,102.31,14.56,59.08,7.07,68.13,Asparagus,Vegetables
91.13,62.06,82.4,24.59,63.06,6.93,89.74,Capsicum,Vegetables
47.62,31.71,30.28,24.31,58.37,6.99,80.54,Niger Seed,Oilseeds
59.51,43.67,70.92,32.54,79.88,6.79,144.39,Litchi,Fruits
66.73,47.14,60.94,25.78,81.71,6.4,238.58,Black Pepper,Cash Crops
32.1,48.97,33.55,25.32,75.84,6.3,104.37,Black Gram,Pulses & Legumes
77.54,51.69,86.34,21.53,64.3,7.22,128.29,Avocado,Fruits
71.79,40.68,68.91,27.65,77.87,6.6,172.88,Litchi,Fruits
23.19,49.01,41.87,16.26,55.97,6.45,57.06,Lentil,Pulses & Legumes
42.8,28.72,34.4,19.51,60.06,7.03,42.26,Fennel,Spices & Herbs
62.46,39.46,59.2,28.7,63.97,6.21,73.67,Bottle Gourd,Vegetables
110.54,71.52,100.93,16.46,67.58,6.69,58.23,Broccoli,Vegetables
70.16,50.29,76.86,28.77,80.63,6.48,178.06,Rambutan,Fruits
45.53,27.53,29.92,30.23,47.49,6.06,39.03,Sesame,Oilseeds
73.15,54.35,74.06,26.49,78.33,6.97,154.27,Ginger,Cash Crops
51.31,29.66,46.38,23.83,38.67,7.0,57.85,Olive,Fruits
83.15,50.37,68.47,22.51,66.97,6.13,66.82,Swiss Chard,Vegetables
26.98,56.09,53.62,24.35,52.98,7.04,66.2,Chickpea,Pulses & Legumes
73.27,35.48,39.93,22.9,89.5,4.89,211.53,Tea,Cash Crops
61.92,34.61,33.96,23.82,60.99,6.89,56.78,Amaranth,Cereals & Grains
102.04,42.37,76.71,25.27,66.13,6.09,111.83,Napier Grass,Fodder Crops
33.15,53.48,35.39,24.15,76.26,6.03,88.36,Black Gram,Pulses & Legumes
82.9,48.63,101.37,29.49,80.82,6.41,177.71,Colocasia,Vegetables
136.73,66.86,85.36,22.1,55.4,6.32,84.59,Maize,Cereals & Grains
43.02,31.8,62.34,41.32,36.03,8.28,22.74,Date Palm,Plantation Crops
51.09,33.1,56.68,30.36,76.68,5.38,267.25,Rubber,Cash Crops
83.83,43.22,44.52,27.84,79.97,7.28,174.26,Jute,Cash Crops
71.49,39.18,121.82,30.14,86.25,6.69,196.07,Coconut,Fruits
28.92,55.77,53.0,21.8,47.39,6.96,74.47,Chickpea,Pulses & Legumes
76.95,57.03,84.89,28.16,76.54,6.86,132.7,Ginger,Cash Crops
114.26,51.1,120.5,29.82,72.4,6.26,131.2,Banana,Fruits
48.79,31.34,57.13,31.45,45.31,6.39,75.92,Fig,Fruits
74.78,35.97,44.35,18.99,89.53,4.99,220.65,Tea,Cash Crops
90.24,39.31,51.52,32.42,51.75,6.41,59.44,Sudan Grass,Fodder Crops
53.54,35.16,27.03,14.91,53.52,7.82,40.78,Quinoa,Cereals & Grains
80.7,45.71,71.74,23.49,61.05,5.91,123.66,Grapefruit,Fruits
24.96,52.05,43.6,17.35,54.19,7.17,51.49,Lentil,Pulses & Legumes
46.82,35.41,39.06,15.16,58.27,6.04,59.08,Dill,Spices & Herbs
26.88,49.27,58.29,21.67,58.31,6.71,55.69,Alfalfa,Fodder Crops
40.45,34.69,39.92,16.62,57.31,6.42,60.06,Dill,Spices & Herbs
57.92,39.15,47.5,15.76,39.67,6.48,59.65,Linseed,Oilseeds
95.25,46.19,75.05,15.48,68.65,6.33,76.19,Celery,Spices & Herbs
51.33,26.52,41.46,29.57,41.66,7.08,54.67,Olive,Fruits
58.77,43.28,91.79,22.88,66.9,6.69,114.81,Lemon,Fruits
37.93,28.69,27.16,17.51,49.58,7.28,55.04,Ajwain,Spices & Herbs
88.2,67.83,81.34,25.79,66.74,7.07,88.46,Capsicum,Vegetables
24.35,44.41,35.94,28.87,46.8,6.54,62.59,Cowpea,Pulses & Legumes
60.46,35.11,38.31,27.81,60.99,6.97,59.45,Amaranth,Cereals & Grains
103.14,58.88,55.27,25.45,47.58,6.49,94.36,Cotton,Cash Crops
67.53,47.21,71.15,11.05,56.49,6.93,94.68,Cherry,Fruits
57.24,53.3,61.37,18.0,71.16,6.73,81.5,Mint,Spices & Herbs
109.26,43.35,82.9,26.38,74.41,6.58,127.49,Napier Grass,Fodder Crops
64.57,33.11,77.74,15.67,60.76,6.94,46.35,Turnip,Vegetables
18.99,53.5,48.08,23.04,58.73,6.42,69.52,Runner Bean,Pulses & Legumes
127.41,68.78,186.15,27.57,81.64,6.32,229.75,Oil Palm,Plantation Crops
80.91,40.25,45.4,10.7,59.18,6.69,73.04,Triticale,Cereals & Grains
80.41,63.61,82.72,26.17,77.08,6.4,146.95,Ginger,Cash Crops
88.33,71.8,62.16,22.47,55.78,6.35,91.92,Sunflower,Oilseeds
87.15,50.75,78.04,13.45,69.39,6.83,68.87,Celery,Spices & Herbs
50.31,35.88,41.61,35.07,53.44,6.69,46.55,Sisal,Fiber Crops
18.22,48.83,36.44,20.65,64.69,6.4,67.28,Runner Bean,Pulses & Legumes
71.42,43.97,100.22,17.36,58.95,7.11,48.05,Beetroot,Vegetables
72.15,40.22,74.0,11.42,62.43,6.37,61.1,Endive,Vegetables
77.8,56.26,78.3,25.54,75.21,6.05,120.55,Turmeric,Cash Crops
23.41,27.85,41.37,30.54,38.94,8.07,35.45,Neem,Plantation Crops
79.29,45.87,85.68,23.03,60.45,6.23,68.33,Tobacco,Cash Crops
29.47,55.56,63.37,27.3,64.4,6.56,92.34,Peanut,Pulses & Legumes
42.76,28.49,33.43,19.68,43.23,7.63,46.93,Ajwain,Spices & Herbs
60.43,46.58,80.24,16.1,60.23,6.7,96.59,Plum,Fruits
86.52,62.0,57.52,25.86,54.88,6.72,80.17,Hemp,Fiber Crops
79.86,37.68,42.13,13.43,54.38,7.05,70.97,Triticale,Cereals & Grains
148.81,56.2,109.32,32.25,70.11,7.04,169.71,Sugarcane,Cash Crops
69.43,42.48,79.23,15.68,65.78,6.46,63.22,Parsnip,Vegetables
55.85,33.88,57.86,17.02,60.66,6.35,58.55,Radish,Vegetables
32.39,51.8,37.53,29.2,60.7,7.3,82.32,Green Gram,Pulses & Legumes
99.04,66.95,70.07,22.23,63.28,5.79,82.87,Brinjal,Vegetables
89.55,53.44,75.72,18.02,66.8,6.69,64.47,Leek,Vegetables
60.0,28.28,37.92,30.37,47.42,6.23,43.14,Millet,Cereals & Grains
23.63,29.28,31.99,31.03,39.69,6.76,31.12,Moth Bean,Pulses & Legumes
103.99,52.03,52.46,12.61,49.11,7.05,61.71,Canola,Oilseeds
93.81,70.01,75.57,22.9,62.28,6.1,87.02,Brinjal,Vegetables
59.23,32.03,69.46,24.77,64.99,6.93,87.85,Persimmon,Fruits
63.59,49.12,77.49,24.92,62.56,7.15,70.01,Pumpkin,Vegetables
60.74,39.91,92.27,21.72,66.37,6.91,85.02,Lemon,Fruits
92.91,48.11,72.0,16.74,67.24,7.17,62.52,Celery,Spices & Herbs
101.95,61.55,61.29,25.82,47.62,6.78,72.94,Cotton,Cash Crops
72.36,46.97,100.03,14.75,65.4,7.25,45.5,Beetroot,Vegetables
71.9,63.96,72.03,15.06,73.94,6.31,62.21,Strawberry,Fruits
56.88,30.41,55.75,22.29,76.71,6.23,206.11,Cardamom,Cash Crops
66.05,33.91,63.77,25.45,71.36,6.86,68.97,Bottle Gourd,Vegetables
73.83,53.78,101.4,22.5,66.98,5.03,146.35,Pineapple,Fruits
81.23,55.7,76.49,27.67,72.22,6.74,63.3,Cucumber,Vegetables
62.09,33.89,36.44,22.96,60.48,6.91,50.24,Amaranth,Cereals & Grains
43.88,33.68,38.1,20.03,66.13,7.35,48.02,Fennel,Spices & Herbs
45.15,26.45,37.44,26.96,73.95,5.71,187.38,Nutmeg,Cash Crops
57.77,26.78,37.71,20.59,60.49,6.37,79.91,Coriander,Spices & Herbs
64.64,46.56,86.47,25.61,80.29,5.7,223.15,Mangosteen,Fruits
62.79,44.44,44.7,24.92,49.96,6.56,52.78,Safflower,Oilseeds
31.78,52.67,49.35,22.99,51.38,7.01,73.28,Chickpea,Pulses & Legumes
97.97,63.24,58.51,25.64,47.9,7.01,70.77,Cotton,Cash Crops
79.63,50.87,95.55,23.21,78.57,6.72,131.61,Yam,Vegetables
50.18,37.28,37.22,20.98,59.95,6.54,78.09,Coriander,Spices & Herbs
55.83,27.02,46.02,27.99,46.39,6.49,50.25,Olive,Fruits
49.25,34.49,43.13,28.07,73.98,5.85,139.77,Nutmeg,Cash Crops
76.76,45.61,109.53,28.56,90.94,6.95,160.79,Coconut,Fruits
93.21,48.27,48.72,14.8,52.39,6.71,78.84,Wheat,Cereals & Grains
35.29,39.59,38.67,20.49,61.27,6.87,49.29,Fenugreek,Spices & Herbs
47.91,42.89,92.26,24.24,60.49,6.6,79.27,Lemon,Fruits
68.88,58.96,71.82,6.7,54.48,7.16,113.26,Pear,Fruits
78.91,55.32,80.99,26.23,83.37,5.73,156.98,Turmeric,Cash Crops
60.98,32.75,54.02,21.3,71.91,6.76,74.52,Basil,Spices & Herbs
49.96,35.22,26.58,18.42,50.4,7.36,49.16,Ajwain,Spices & Herbs
27.83,48.69,45.08,18.03,56.31,6.98,59.1,Faba Bean,Pulses & Legumes
48.26,34.54,42.82,29.74,62.49,6.51,99.2,Cashew,Plantation Crops
72.56,51.2,79.51,22.34,83.84,6.43,140.64,Passion Fruit,Fruits
83.51,44.18,36.11,15.95,49.84,6.85,71.72,Barley,Cereals & Grains
44.63,37.64,47.94,19.05,59.36,6.19,54.13,Dill,Spices & Herbs
48.24,34.73,33.19,20.45,58.64,6.47,76.26,Coriander,Spices & Herbs
23.66,47.3,40.21,20.85,69.83,6.03,81.42,Runner Bean,Pulses & Legumes
45.77,20.27,28.85,18.51,45.53,6.65,40.63,Teff,Cereals & Grains
74.72,41.98,40.52,6.7,62.33,5.67,63.93,Rye,Cereals & Grains
94.59,66.61,78.88,21.67,66.33,6.72,78.46,Capsicum,Vegetables
54.29,35.48,52.26,31.59,65.39,6.48,55.59,Moringa,Plantation Crops
63.59,32.86,21.79,11.82,52.79,7.25,36.28,Quinoa,Cereals & Grains
89.52,58.95,64.67,17.7,61.86,6.69,60.33,Onion,Vegetables
80.4,48.73,92.29,20.74,80.62,6.03,236.91,Cocoa,Plantation Crops
71.79,50.21,87.63,25.72,75.13,6.02,125.95,Longan,Fruits
50.35,48.29,58.74,25.14,50.93,6.91,59.43,Pomegranate,Fruits
118.45,68.93,79.74,24.87,58.4,6.54,84.38,Sweet Corn,Vegetables
45.74,26.41,66.61,37.39,40.87,9.09,32.53,Date Palm,Plantation Crops
55.96,30.71,50.09,30.99,77.61,5.48,245.8,Rubber,Cash Crops
96.85,51.38,50.78,13.3,44.66,7.15,88.02,Wheat,Cereals & Grains
87.84,43.63,42.56,24.46,68.61,6.82,96.81,Kenaf,Fiber Crops
63.59,51.8,65.49,12.22,76.54,5.91,64.41,Strawberry,Fruits
62.41,37.88,51.93,23.99,67.05,6.78,82.77,Basil,Spices & Herbs
72.55,46.2,58.17,13.87,62.52,6.4,78.07,Plum,Fruits
130.45,108.48,118.18,16.93,71.24,5.73,72.85,Potato,Vegetables
51.67,50.86,52.74,28.43,50.65,7.08,60.94,Pomegranate,Fruits
24.94,46.96,42.49,17.23,54.87,6.6,61.18,Lentil,Pulses & Legumes
49.73,30.99,45.06,14.49,63.62,6.31,62.45,Dill,Spices & Herbs
68.35,42.62,85.87,14.04,63.89,6.46,58.34,Parsnip,Vegetables
71.91,43.38,87.1,13.91,63.19,6.36,63.82,Parsnip,Vegetables
64.67,53.84,99.11,14.62,57.26,6.4,56.35,Carrot,Vegetables
92.29,64.83,81.24,26.75,68.16,6.81,85.55,Capsicum,Vegetables
65.06,46.48,106.9,14.0,53.88,6.45,54.32,Carrot,Vegetables
65.76,33.62,71.05,26.1,49.49,6.34,86.43,Watermelon,Fruits
101.41,67.87,95.34,14.73,64.16,6.36,75.07,Cabbage,Vegetables
67.0,50.01,66.9,19.58,80.71,6.73,81.57,Mint,Spices & Herbs
52.27,42.62,55.5,25.48,86.51,6.02,214.24,Black Pepper,Cash Crops
87.16,44.92,92.4,16.91,70.44,6.22,71.21,Celery Root,Vegetables
74.45,49.0,76.48,11.46,56.82,7.1,110.17,Pear,Fruits
57.62,37.39,35.77,17.38,45.96,6.56,63.36,Flax,Fiber Crops
60.61,33.35,92.82,25.25,56.52,6.4,100.46,Lemon,Fruits
60.77,35.16,35.21,35.2,47.4,6.55,37.72,Millet,Cereals & Grains
82.44,49.49,84.64,19.5,68.12,6.42,58.66,Celery Root,Vegetables
74.64,47.37,44.76,19.17,58.02,6.28,71.15,Mustard,Oilseeds
24.34,36.72,36.53,35.6,41.67,6.49,64.87,Cowpea,Pulses & Legumes
53.34,39.08,69.44,23.37,66.72,6.54,88.72,Persimmon,Fruits
45.06,30.29,42.87,35.2,54.82,6.84,44.84,Sisal,Fiber Crops
62.84,48.91,76.89,24.23,83.32,6.23,167.71,Jackfruit,Fruits
80.11,45.55,80.18,17.37,60.2,6.48,54.29,Kohlrabi,Vegetables
54.72,48.12,69.52,16.07,63.87,6.51,72.13,Lettuce,Vegetables
84.54,37.72,73.19,20.74,81.04,6.24,153.79,Coffee,Cash Crops
74.0,45.8,83.49,27.54,69.14,6.53,97.46,Mandarin,Fruits
69.04,42.4,99.72,15.96,62.69,7.29,41.18,Beetroot,Vegetables
68.61,31.57,40.79,33.49,50.78,6.23,42.95,Sorghum,Cereals & Grains
28.01,54.1,44.35,16.01,60.42,7.14,59.1,Faba Bean,Pulses & Legumes
90.27,52.13,75.49,27.35,74.95,6.77,128.62,Papaya,Fruits
97.53,52.99,70.63,12.49,68.2,6.86,49.17,Kale,Vegetables
62.54,34.59,81.33,14.4,58.52,6.8,61.7,Turnip,Vegetables
59.62,38.57,53.58,21.28,69.15,6.65,81.32,Basil,Spices & Herbs
42.0,31.24,49.72,12.47,73.5,7.22,69.95,Gooseberry,Fruits
73.31,38.31,72.57,13.46,58.38,6.61,67.43,Endive,Vegetables
61.55,62.54,75.34,19.22,56.69,6.84,61.5,Garlic,Vegetables
56.27,28.65,33.09,21.95,59.43,6.18,74.88,Coriander,Spices & Herbs
37.99,55.61,60.82,27.72,70.11,6.95,91.56,Soybean,Pulses & Legumes
69.25,44.43,96.65,19.36,82.64,6.16,240.16,Cocoa,Plantation Crops
77.22,50.24,90.3,18.0,61.42,6.52,56.92,Kohlrabi,Vegetables
79.98,41.54,82.74,22.61,62.56,6.7,97.49,Orange,Fruits
90.9,40.34,48.95,32.05,44.96,6.34,55.82,Sudan Grass,Fodder Crops
54.79,33.66,29.63,13.88,55.48,7.3,66.86,Quinoa,Cereals & Grains
40.99,39.52,47.02,30.59,58.71,6.78,82.09,Dragon Fruit,Fruits
55.28,27.66,46.64,25.8,42.34,6.91,56.45,Olive,Fruits
27.57,48.62,49.59,13.7,65.7,6.95,71.87,Peas,Pulses & Legumes
139.3,108.13,113.34,17.0,74.5,5.98,87.5,Potato,Vegetables
83.84,53.13,89.11,23.17,67.11,7.32,120.7,Avocado,Fruits
45.03,27.22,29.89,18.15,40.69,7.57,47.93,Cumin,Spices & Herbs
25.62,55.18,59.65,31.02,61.32,6.15,96.97,Peanut,Pulses & Legumes
95.69,62.63,54.13,24.75,48.16,7.34,75.34,Cotton,Cash Crops
72.85,56.11,113.36,23.68,65.45,4.85,144.4,Pineapple,Fruits
40.73,31.13,38.99,15.49,56.98,6.29,50.39,Dill,Spices & Herbs
121.34,108.67,121.19,16.0,69.99,6.05,74.86,Potato,Vegetables
51.09,38.49,54.28,12.34,71.26,6.44,73.08,Gooseberry,Fruits
80.37,39.71,46.1,20.82,88.19,5.12,208.87,Tea,Cash Crops
66.55,43.89,57.52,9.81,60.4,7.18,81.51,Cherry,Fruits
30.65,53.13,30.78,27.25,74.28,6.31,104.09,Black Gram,Pulses & Legumes
72.77,36.19,103.95,24.76,71.71,6.0,152.27,Pineapple,Fruits
41.26,29.64,35.4,20.1,45.25,7.84,43.13,Cumin,Spices & Herbs
73.28,49.72,89.3,28.36,68.33,6.86,118.24,Papaya,Fruits
71.19,43.05,87.93,28.36,79.52,6.14,216.21,Mangosteen,Fruits
40.98,36.24,55.85,15.25,73.28,6.54,70.39,Gooseberry,Fruits
63.56,65.64,70.8,18.86,61.58,6.96,54.65,Garlic,Vegetables
61.44,24.33,50.14,25.71,81.02,6.35,183.69,Vanilla,Cash Crops
58.56,48.21,69.39,24.22,49.04,5.65,71.79,Watermelon,Fruits
48.07,35.81,55.21,30.56,54.32,6.3,77.52,Fig,Fruits
85.09,47.26,79.0,24.33,70.23,7.23,102.52,Avocado,Fruits
25.57,37.64,41.98,30.22,63.81,6.74,68.86,Cowpea,Pulses & Legumes
52.63,33.66,58.4,14.99,73.19,7.02,72.38,Gooseberry,Fruits
52.05,32.41,34.66,34.74,49.41,6.43,35.46,Millet,Cereals & Grains
30.61,25.44,41.53,30.03,32.52,7.94,31.37,Neem,Plantation Crops
21.77,34.01,33.26,29.83,45.47,6.69,35.48,Moth Bean,Pulses & Legumes
60.35,34.05,60.51,30.54,73.18,6.3,74.71,Bottle Gourd,Vegetables
27.51,43.63,30.73,21.82,67.05,6.86,98.39,Pigeon Pea,Pulses & Legumes
28.06,50.97,58.1,15.92,66.7,8.03,57.38,Berseem,Fodder Crops
83.75,44.71,42.31,18.23,56.27,6.82,83.07,Mustard,Oilseeds
100.72,46.76,49.07,15.18,50.13,6.99,75.37,Wheat,Cereals & Grains
29.72,46.4,61.94,20.58,56.91,7.29,63.17,Alfalfa,Fodder Crops
24.88,49.14,33.91,25.07,67.84,6.99,122.28,Pigeon Pea,Pulses & Legumes
58.73,39.41,69.64,16.05,59.82,6.3,61.33,Endive,Vegetables
69.65,37.37,67.56,31.6,66.65,6.22,73.82,Bottle Gourd,Vegetables
62.07,53.41,77.77,14.13,61.75,6.28,95.7,Plum,Fruits
32.72,49.47,33.02,25.15,72.51,6.45,86.78,Black Gram,Pulses & Legumes
72.6,54.44,70.23,16.64,51.65,6.84,100.73,Apricot,Fruits
71.3,45.14,135.0,34.61,85.9,6.67,201.0,Coconut,Fruits
84.08,60.74,67.79,18.12,60.67,6.76,54.2,Onion,Vegetables
25.98,44.4,42.86,25.11,61.65,6.37,66.02,Lima Bean,Pulses & Legumes
60.67,48.24,59.28,31.24,73.23,7.74,63.92,Guava,Fruits
41.24,28.78,41.14,21.06,58.21,6.63,51.98,Fenugreek,Spices & Herbs
90.23,54.1,67.48,27.8,69.85,6.94,64.05,Okra,Vegetables
72.99,45.66,106.57,15.51,62.7,7.23,57.97,Beetroot,Vegetables
57.9,33.68,54.54,29.87,79.53,5.41,236.21,Rubber,Cash Crops
83.69,53.12,112.92,21.6,66.95,6.98,85.16,Kiwi,Fruits
68.38,31.58,31.8,26.02,60.33,6.99,47.66,Amaranth,Cereals & Grains
64.05,43.44,36.82,13.22,48.38,6.81,71.33,Barley,Cereals & Grains
130.27,55.16,137.36,34.76,72.37,6.58,127.05,Banana,Fruits
70.5,47.36,78.07,12.63,66.67,6.44,82.58,Peach,Fruits
51.22,48.32,70.38,19.37,74.3,6.8,86.88,Mint,Spices & Herbs
122.53,55.32,123.44,31.87,76.58,5.59,152.13,Banana,Fruits
69.63,54.04,73.29,15.66,55.04,6.34,79.11,Apricot,Fruits
138.91,62.12,87.28,24.55,54.86,6.41,78.48,Maize,Cereals & Grains
97.45,70.23,93.07,14.33,53.48,6.88,83.66,Asparagus,Vegetables
80.23,42.76,44.43,25.89,66.06,6.64,95.2,Kenaf,Fiber Crops
29.48,24.82,36.78,33.06,42.33,7.71,41.54,Neem,Plantation Crops
75.61,45.63,102.7,24.16,80.25,6.57,176.44,Arecanut,Plantation Crops
52.52,38.03,62.77,22.21,62.87,6.55,115.9,Persimmon,Fruits
71.43,51.05,83.57,18.81,61.22,6.52,57.22,Leek,Vegetables
79.69,47.41,67.1,12.88,68.06,6.71,66.02,Swiss Chard,Vegetables
46.52,34.27,45.65,30.4,54.92,6.65,74.65,Dragon Fruit,Fruits
96.4,56.1,51.41,11.17,47.63,7.02,51.14,Canola,Oilseeds
86.32,42.93,79.57,22.19,80.4,6.58,156.14,Coffee,Cash Crops
149.33,54.15,102.44,33.84,74.76,7.26,170.21,Sugarcane,Cash Crops
31.06,46.17,44.84,18.41,48.06,7.14,50.59,Lentil,Pulses & Legumes
