N,P,K,temperature,humidity,pH,rainfall,label,category
89.81,42.29,65.37,27.97,64.61,6.95,51.23,Cucumber,Vegetables
64.56,53.89,67.3,22.35,78.88,7.23,71.62,Pumpkin,Vegetables
74.07,45.02,103.63,27.97,68.99,6.42,171.23,Taro,Vegetables
56.22,30.37,43.88,24.47,56.57,7.26,49.37,Amaranth,Cereals & Grains
33.37,61.43,42.85,28.41,57.58,6.73,54.21,Alfalfa,Fodder Crops
63.71,50.72,88.42,27.17,66.23,5.37,86.64,Longan,Fruits
81.36,69.42,78.39,14.76,59.91,7.27,87.78,Asparagus,Vegetables
56.63,27.08,47.67,16.14,61.79,6.96,52.3,Turnip,Vegetables
77.34,32.6,91.96,18.19,88.73,6.95,108.49,Passion Fruit,Fruits
76.13,64.95,109.55,24.64,78.34,5.24,118.61,Pineapple,Fruits
54.79,36.57,89.09,22.57,80.43,5.4,236.67,Cocoa,Plantation Crops
96.82,67.8,83.5,27.82,73.81,6.95,141.77,Ginger,Cash Crops
26.18,44.3,33.21,26.71,48.63,7.37,171.84,Pigeon Pea,Pulses & Legumes
69.99,38.38,87.44,28.88,71.13,6.07,124.1,Grapefruit,Fruits
38.32,25.0,41.81,25.76,20.0,7.89,15.85,Neem,Plantation Crops
64.44,55.92,35.36,19.04,42.55,6.51,67.34,Pomegranate,Fruits
30.18,60.73,51.45,20.96,66.05,6.77,81.47,Alfalfa,Fodder Crops
76.16,51.44,82.03,27.22,76.58,6.71,59.06,Garlic,Vegetables
70.22,60.32,96.42,18.18,83.34,7.07,74.93,Mint,Spices & Herbs
23.75,63.21,46.84,13.12,76.77,7.88,36.55,Berseem,Fodder Crops
42.69,37.92,72.69,22.34,74.17,6.6,93.31,Gooseberry,Fruits
96.54,78.16,79.78,20.81,59.14,6.04,95.44,Brinjal,Vegetables
86.93,82.78,55.51,25.62,64.76,6.74,68.46,Hemp,Fiber Crops
104.94,50.23,107.32,12.66,66.93,7.51,79.29,Asparagus,Vegetables
15.54,32.63,28.06,37.44,45.44,5.83,44.07,Moth Bean,Pulses & Legumes
74.27,49.09,75.04,19.97,53.45,6.43,69.05,Tobacco,Cash Crops
35.43,59.88,54.06,22.11,34.31,6.69,41.98,Faba Bean,Pulses & Legumes
71.38,56.23,62.78,17.58,70.46,6.32,64.27,Strawberry,Fruits
78.33,49.67,82.53,26.9,71.23,7.24,88.58,Avocado,Fruits
34.16,50.15,68.57,27.33,60.72,6.7,52.25,Pumpkin,Vegetables
107.47,74.01,64.67,22.28,60.66,6.21,52.57,Broccoli,Vegetables
54.87,50.73,51.38,39.62,53.78,8.8,98.36,Fig,Fruits
31.98,51.34,29.14,26.37,75.45,7.41,85.98,Green Gram,Pulses & Legumes
140.79,47.61,195.33,30.93,80.63,6.16,98.68,Oil Palm,Plantation Crops
44.46,25.45,19.53,16.33,35.14,9.07,53.89,Ajwain,Spices & Herbs
45.61,30.46,44.1,15.03,73.05,7.37,37.23,Fenugreek,Spices & Herbs
90.63,44.58,76.11,29.07,66.17,6.17,49.98,Okra,Vegetables
75.52,33.6,51.39,33.36,44.17,6.42,31.13,Sudan Grass,Fodder Crops
74.68,49.44,73.43,20.77,64.96,5.72,143.34,Passion Fruit,Fruits
56.68,38.54,51.24,19.55,43.96,6.55,49.62,Flax,Fiber Crops
60.39,43.98,61.79,31.32,56.27,6.55,118.33,Muskmelon,Fruits
69.52,41.85,65.0,28.98,45.1,6.47,53.54,Pomegranate,Fruits
67.44,41.33,83.22,14.09,58.25,7.11,68.75,Parsnip,Vegetables
36.45,58.77,33.86,22.75,68.19,8.14,67.96,Faba Bean,Pulses & Legumes
58.6,48.89,43.7,26.26,81.77,6.62,192.27,Black Pepper,Cash Crops
134.39,98.31,116.19,17.9,80.35,5.14,64.53,Potato,Vegetables
77.53,58.87,82.81,12.42,56.6,5.99,107.71,Apple,Fruits
59.08,49.76,72.57,29.31,76.18,6.27,69.32,Bitter Gourd,Vegetables
58.91,49.92,71.25,12.71,63.48,7.34,129.81,Plum,Fruits
36.43,34.23,46.56,19.75,79.29,7.09,84.54,Gooseberry,Fruits
74.93,62.56,103.55,15.7,50.15,6.08,72.09,Carrot,Vegetables
76.4,46.8,93.2,26.76,83.48,5.64,131.71,Colocasia,Vegetables
47.19,25.41,15.13,34.31,66.13,5.97,56.55,Niger Seed,Oilseeds
70.83,55.16,89.14,27.32,68.39,6.01,126.22,Longan,Fruits
66.66,46.08,87.51,20.67,67.63,7.04,76.23,Muskmelon,Fruits
73.98,51.86,68.41,23.83,72.85,6.48,170.91,Rambutan,Fruits
109.43,74.68,112.59,22.01,50.21,6.22,87.62,Tomato,Vegetables
80.48,59.75,71.79,23.7,83.74,6.87,67.54,Cucumber,Vegetables
59.39,32.07,88.08,35.84,75.69,6.72,105.66,Yam,Vegetables
94.11,61.83,94.44,17.86,65.3,7.1,81.7,Kohlrabi,Vegetables
79.58,36.77,28.21,15.3,64.57,6.15,78.57,Coriander,Spices & Herbs
109.14,39.04,83.41,28.7,63.09,6.05,154.42,Napier Grass,Fodder Crops
39.37,36.46,51.83,24.18,64.06,7.68,47.15,Tamarind,Plantation Crops
90.42,58.11,81.83,17.45,62.07,6.87,93.04,Celery,Spices & Herbs
57.22,30.85,32.17,34.89,64.16,6.71,44.7,Cashew,Plantation Crops
84.93,62.08,72.2,8.0,60.58,6.23,127.67,Apricot,Fruits
20.44,59.84,65.59,19.74,70.5,8.09,85.47,Berseem,Fodder Crops
91.43,76.94,90.38,11.81,70.73,6.05,48.75,Cabbage,Vegetables
23.65,24.25,34.66,30.7,23.28,7.62,44.81,Cluster Bean,Vegetables
60.48,37.43,70.31,17.14,49.37,6.97,42.72,Turnip,Vegetables
93.28,37.08,78.45,25.24,63.35,8.2,64.06,Okra,Vegetables
95.1,57.79,74.72,26.65,72.46,5.89,102.18,Ginger,Cash Crops
44.76,37.29,47.34,45.0,48.75,5.76,77.96,Fig,Fruits
87.33,44.95,112.87,20.26,53.68,7.12,78.65,Asparagus,Vegetables
92.91,72.19,103.3,30.6,67.01,6.08,72.92,Tomato,Vegetables
91.01,59.06,57.78,10.8,58.92,8.1,67.32,Canola,Oilseeds
70.3,28.56,45.3,32.9,57.58,5.54,44.13,Sorghum,Cereals & Grains
67.35,55.99,73.14,22.98,62.45,7.4,101.58,Avocado,Fruits
52.92,26.98,41.95,29.34,66.01,7.12,168.67,Jute,Cash Crops
71.83,62.73,73.69,36.09,73.14,6.05,99.27,Muskmelon,Fruits
27.94,45.35,38.77,12.85,62.94,7.42,64.41,Faba Bean,Pulses & Legumes
90.69,54.46,70.97,17.35,65.06,6.86,39.07,Onion,Vegetables
73.95,49.43,70.06,20.13,71.76,5.42,67.07,Swiss Chard,Vegetables
99.92,37.5,70.05,32.03,70.89,6.46,51.17,Cucumber,Vegetables
31.5,51.76,34.41,26.08,79.13,5.94,95.09,Black Gram,Pulses & Legumes
83.42,72.98,111.01,9.81,45.25,7.0,72.05,Asparagus,Vegetables
52.71,39.95,64.44,30.23,60.19,6.85,59.96,Spinach,Vegetables
61.75,64.46,95.27,13.0,67.95,6.58,83.1,Carrot,Vegetables
75.11,42.78,42.74,23.01,99.06,5.17,158.67,Tea,Cash Crops
64.12,49.43,72.18,17.08,63.83,6.81,115.14,Plum,Fruits
79.08,57.14,71.5,19.45,66.96,6.77,101.93,Plum,Fruits
36.09,55.34,65.48,16.2,56.21,7.67,77.94,Faba Bean,Pulses & Legumes
91.03,62.52,152.09,18.22,72.35,6.5,84.63,Kiwi,Fruits
93.65,75.54,93.65,11.42,69.07,6.29,48.07,Kale,Vegetables
68.13,50.1,100.11,20.82,68.59,6.16,135.41,Orange,Fruits
53.48,32.24,47.39,11.98,50.67,6.02,32.39,Linseed,Oilseeds
43.35,36.44,47.42,28.71,67.31,6.9,190.78,Cinnamon,Cash Crops
15.7,61.98,59.1,21.83,62.47,6.44,98.24,Peanut,Pulses & Legumes
113.09,61.33,40.44,13.83,53.41,7.21,52.65,Canola,Oilseeds
77.66,33.43,48.17,24.51,55.74,6.58,40.37,Sorghum,Cereals & Grains
127.52,62.78,77.82,20.48,59.06,6.95,68.77,Sweet Corn,Vegetables
90.61,56.06,103.22,12.24,64.84,6.92,39.36,Asparagus,Vegetables
85.42,48.71,81.87,21.68,47.71,6.32,87.86,Maize,Cereals & Grains
93.0,73.67,51.43,25.06,52.53,5.5,112.66,Sunflower,Oilseeds
38.22,10.0,38.76,18.92,56.43,7.8,45.59,Fennel,Spices & Herbs
120.5,68.26,67.65,29.34,80.76,5.96,233.06,Rice,Cereals & Grains
105.86,63.86,87.74,20.14,54.23,6.58,57.69,Artichoke,Vegetables
80.55,41.43,69.81,22.43,76.68,7.29,142.38,Papaya,Fruits
50.93,21.3,33.97,33.14,55.87,6.12,47.14,Sisal,Fiber Crops
85.21,36.51,61.94,21.8,64.87,6.67,110.53,Mulberry,Fruits
71.58,64.79,63.44,8.31,59.04,6.29,90.02,Cherry,Fruits
67.23,50.5,108.66,19.28,70.9,7.16,82.88,Lemon,Fruits
111.17,70.08,36.9,29.1,55.18,6.51,86.46,Cotton,Cash Crops
52.5,34.14,36.81,35.0,65.8,8.28,51.97,Fennel,Spices & Herbs
30.09,47.37,30.72,27.19,60.88,6.59,81.97,Green Gram,Pulses & Legumes
95.54,51.6,100.21,32.47,72.32,7.2,148.31,Avocado,Fruits
49.72,35.7,33.97,34.8,43.45,5.51,84.76,Fig,Fruits
93.56,58.97,66.0,25.3,58.53,5.98,65.25,Okra,Vegetables
98.56,44.57,84.15,24.77,93.16,5.97,159.21,Turmeric,Cash Crops
104.4,83.06,123.27,25.13,75.47,6.15,120.83,Tomato,Vegetables
67.27,39.27,109.37,17.17,69.08,7.82,75.69,Kiwi,Fruits
74.25,53.0,89.94,28.91,84.13,6.57,123.11,Yam,Vegetables
71.7,34.74,71.7,12.99,59.84,6.82,112.15,Peach,Fruits
72.17,49.3,32.32,16.03,65.12,6.14,68.23,Oats,Cereals & Grains
47.67,66.1,52.06,27.46,55.17,6.7,66.47,Pomegranate,Fruits
130.04,55.65,148.27,32.68,94.8,5.46,79.98,Banana,Fruits
99.58,43.09,41.93,11.08,56.73,7.19,77.58,Wheat,Cereals & Grains
77.85,45.22,91.04,17.03,67.28,7.19,87.63,Plum,Fruits
41.3,38.03,26.59,11.71,60.83,7.96,16.46,Quinoa,Cereals & Grains
73.76,66.86,71.19,25.13,85.0,6.56,152.48,Turmeric,Cash Crops
20.73,54.73,86.3,38.84,70.84,6.5,94.47,Peanut,Pulses & Legumes
179.22,53.76,121.35,38.68,70.96,7.43,127.85,Sugarcane,Cash Crops
38.92,62.19,55.86,25.87,42.54,7.1,69.01,Chickpea,Pulses & Legumes
50.91,95.56,110.17,13.09,55.79,6.38,79.57,Brussels Sprouts,Vegetables
66.7,43.12,81.57,24.98,66.1,5.85,111.34,Apple,Fruits
69.83,33.14,15.64,20.68,34.44,7.97,51.0,Quinoa,Cereals & Grains
26.81,28.89,50.32,24.75,52.71,8.17,46.54,Cluster Bean,Vegetables
59.35,55.85,52.61,23.41,57.52,6.85,91.12,Castor,Oilseeds
28.41,57.56,38.66,16.8,62.25,7.18,62.53,Faba Bean,Pulses & Legumes
60.03,41.42,43.23,12.85,44.3,7.38,64.4,Linseed,Oilseeds
40.89,34.27,48.22,26.73,76.85,6.42,157.33,Cinnamon,Cash Crops
36.9,26.01,60.98,28.74,45.9,7.8,16.11,Date Palm,Plantation Crops
73.03,49.25,91.86,32.83,75.1,6.63,241.52,Arecanut,Plantation Crops
109.45,57.42,94.05,11.75,55.05,7.57,27.31,Cauliflower,Vegetables
60.39,45.17,81.46,16.91,45.82,6.97,55.1,Apricot,Fruits
43.29,37.59,70.17,23.79,83.37,6.36,269.49,Black Pepper,Cash Crops
71.66,39.87,65.97,19.64,68.15,6.44,52.55,Strawberry,Fruits
31.97,41.46,39.18,30.76,60.93,6.63,76.31,Chickpea,Pulses & Legumes
62.23,43.97,79.8,23.34,83.64,4.85,212.92,Mangosteen,Fruits
55.32,31.34,58.1,15.66,64.09,7.01,87.51,Basil,Spices & Herbs
58.04,48.82,126.81,22.03,55.25,6.96,123.91,Kiwi,Fruits
61.58,40.44,40.95,12.89,54.32,5.76,81.31,Oats,Cereals & Grains
49.1,38.32,42.99,19.11,50.76,5.63,60.76,Fennel,Spices & Herbs
62.18,51.09,41.86,25.4,86.62,7.26,227.07,Jute,Cash Crops
80.22,45.88,87.33,26.11,64.92,7.59,121.57,Grapefruit,Fruits
63.54,52.73,76.3,18.44,55.92,6.06,113.29,Pear,Fruits
98.29,33.56,80.79,29.68,74.59,7.04,111.58,Mandarin,Fruits
93.12,41.5,57.97,15.42,60.51,7.23,77.95,Spinach,Vegetables
32.4,40.58,95.53,15.7,51.93,6.46,30.72,Turnip,Vegetables
33.68,55.75,48.1,35.54,38.96,6.83,64.57,Chickpea,Pulses & Legumes
89.55,45.51,51.19,16.31,56.7,7.02,96.49,Wheat,Cereals & Grains
61.57,37.9,35.01,40.69,39.57,6.14,47.74,Millet,Cereals & Grains
83.26,43.99,82.26,15.44,64.34,7.08,41.1,Kale,Vegetables
76.06,51.18,50.53,28.52,68.39,7.21,78.69,Spinach,Vegetables
57.45,31.45,66.05,35.77,77.74,6.59,121.17,Bitter Gourd,Vegetables
59.57,27.08,35.01,10.77,54.93,6.11,74.25,Oats,Cereals & Grains
83.31,72.02,78.62,25.87,63.49,5.97,107.93,Papaya,Fruits
66.68,45.67,47.23,29.11,84.74,6.64,223.73,Jute,Cash Crops
51.77,47.61,82.93,21.22,81.89,5.2,187.39,Mangosteen,Fruits
57.87,48.15,39.17,27.25,39.82,7.3,61.83,Safflower,Oilseeds
51.67,51.42,99.73,18.26,50.24,6.64,59.51,Carrot,Vegetables
58.98,61.32,89.84,21.09,80.19,7.21,95.62,Avocado,Fruits
39.11,43.27,98.4,28.53,74.77,6.5,110.5,Jackfruit,Fruits
97.59,75.16,96.83,9.22,61.92,7.01,60.55,Kale,Vegetables
52.92,40.48,70.01,29.21,55.26,6.72,83.09,Persimmon,Fruits
21.24,47.97,44.33,20.62,61.8,6.58,59.32,Lentil,Pulses & Legumes
118.69,70.93,95.58,14.65,51.83,6.67,80.71,Brussels Sprouts,Vegetables
31.15,34.27,61.46,14.23,78.22,4.13,76.45,Blueberry,Fruits
28.35,64.71,59.82,13.46,58.99,7.31,74.82,Peas,Pulses & Legumes
93.58,27.16,64.76,19.25,81.74,6.52,148.46,Litchi,Fruits
82.42,59.79,83.68,27.72,71.09,6.54,73.52,Cucumber,Vegetables
40.7,57.28,57.03,14.54,62.3,7.27,57.19,Faba Bean,Pulses & Legumes
86.45,56.52,78.77,24.82,59.82,6.26,73.18,Celery Root,Vegetables
25.44,30.31,26.02,29.99,57.25,6.3,65.54,Lima Bean,Pulses & Legumes
75.35,52.69,80.43,30.28,75.54,7.18,130.88,Ginger,Cash Crops
29.49,28.15,42.31,19.2,49.72,7.83,32.45,Fenugreek,Spices & Herbs
108.99,52.91,81.38,22.47,63.97,6.02,132.97,Napier Grass,Fodder Crops
86.71,41.26,56.1,27.3,56.35,6.49,65.03,Coriander,Spices & Herbs
69.22,46.6,58.5,18.03,92.25,5.17,236.14,Tea,Cash Crops
90.51,46.94,74.48,17.31,64.79,6.01,77.7,Celery,Spices & Herbs
96.71,30.74,50.93,30.48,54.22,7.26,65.2,Sudan Grass,Fodder Crops
33.27,61.44,73.77,25.45,65.91,6.61,107.63,Soybean,Pulses & Legumes
69.43,26.79,56.25,22.7,60.68,7.58,72.38,Zucchini,Vegetables
90.38,44.79,78.21,33.77,72.04,7.59,75.56,Okra,Vegetables
28.67,31.07,38.41,18.68,65.07,7.82,69.27,Fennel,Spices & Herbs
73.65,41.7,35.81,12.55,59.25,7.43,58.56,Amaranth,Cereals & Grains
37.17,45.44,30.77,20.89,67.72,5.91,69.07,Black Gram,Pulses & Legumes
87.47,73.77,93.73,24.14,51.48,6.5,75.49,Tomato,Vegetables
73.94,50.43,66.94,18.47,78.96,6.53,87.22,Mint,Spices & Herbs
108.87,76.64,78.42,28.01,51.65,7.46,90.66,Chilli,Spices & Herbs
66.26,64.86,46.41,20.41,54.54,7.02,96.67,Castor,Oilseeds
36.08,20.2,38.24,32.55,49.94,8.15,44.54,Tamarind,Plantation Crops
59.05,33.02,69.13,24.23,76.21,7.57,179.33,Litchi,Fruits
33.04,49.58,27.87,19.43,73.8,6.26,115.2,Black Gram,Pulses & Legumes
83.88,35.19,88.27,29.94,75.07,5.61,148.71,Taro,Vegetables
62.22,51.36,57.18,18.32,77.54,5.92,239.45,Cocoa,Plantation Crops
48.21,40.04,62.66,12.51,64.31,6.33,64.8,Lettuce,Vegetables
26.89,27.46,33.96,20.52,58.07,6.63,46.71,Fenugreek,Spices & Herbs
80.32,42.92,40.55,11.67,64.26,6.69,96.25,Mustard,Oilseeds
73.38,54.28,43.04,26.59,59.92,6.8,64.19,Spinach,Vegetables
112.19,43.04,45.8,10.68,70.29,5.87,74.09,Oats,Cereals & Grains
86.24,54.68,105.34,9.24,56.01,7.25,43.43,Beetroot,Vegetables
98.88,54.04,70.79,5.62,67.76,7.46,66.15,Kale,Vegetables
36.46,56.2,30.41,26.76,57.25,7.35,92.56,Green Gram,Pulses & Legumes
25.1,53.9,39.37,13.57,53.86,6.56,66.15,Field Pea,Pulses & Legumes
43.33,26.15,32.59,30.96,58.31,8.11,64.26,Niger Seed,Oilseeds
84.46,44.01,49.88,16.51,61.43,7.61,47.26,Zucchini,Vegetables
70.88,53.53,62.1,16.6,60.61,6.63,106.31,Papaya,Fruits
92.28,64.36,128.06,17.38,70.88,7.11,80.66,Kiwi,Fruits
82.48,48.8,107.92,28.13,69.85,6.85,79.85,Mango,Fruits
53.32,48.52,83.92,22.61,81.43,6.71,61.63,Persimmon,Fruits
64.59,28.53,52.71,38.02,87.66,4.91,246.7,Rubber,Cash Crops
57.72,38.19,71.86,24.3,71.39,6.97,64.14,Bitter Gourd,Vegetables
49.55,32.61,34.23,19.43,42.13,5.49,121.9,Cashew,Plantation Crops
49.99,46.3,74.39,28.75,81.7,6.59,232.05,Black Pepper,Cash Crops
73.3,36.89,73.77,28.01,58.62,5.56,58.98,Watermelon,Fruits
74.6,46.77,60.92,14.46,48.3,6.76,59.86,Endive,Vegetables
87.92,72.48,74.28,17.74,55.61,5.9,87.88,Maize,Cereals & Grains
81.14,48.37,112.19,15.21,60.64,6.65,50.89,Kohlrabi,Vegetables
79.66,50.28,51.29,23.58,75.75,7.09,99.0,Kenaf,Fiber Crops
91.07,48.48,49.14,9.57,43.89,8.35,41.76,Canola,Oilseeds
59.67,33.63,59.58,33.35,46.27,5.7,63.26,Moringa,Plantation Crops
39.99,19.68,36.98,33.01,39.54,5.64,23.48,Millet,Cereals & Grains
52.39,28.29,34.58,29.81,72.12,6.83,89.17,Niger Seed,Oilseeds
43.42,19.89,88.31,24.47,53.03,6.23,77.9,Persimmon,Fruits
44.64,31.02,40.65,30.67,74.7,6.23,243.29,Clove,Cash Crops
81.13,69.22,89.11,17.13,99.53,7.01,58.95,Mint,Spices & Herbs
72.13,56.11,18.82,9.63,57.59,6.11,61.22,Rye,Cereals & Grains
82.32,23.01,101.09,28.71,84.7,6.75,214.33,Arecanut,Plantation Crops
52.02,28.98,52.03,13.61,37.68,6.37,82.64,Dill,Spices & Herbs
52.25,20.88,50.33,26.18,69.91,7.18,108.45,Basil,Spices & Herbs
53.74,36.83,31.49,13.79,45.28,7.2,39.91,Flax,Fiber Crops
123.83,71.37,155.81,21.84,84.54,4.99,96.07,Oil Palm,Plantation Crops
38.01,34.2,69.75,40.07,34.29,8.11,44.46,Date Palm,Plantation Crops
78.06,51.6,76.87,11.05,53.19,6.28,114.85,Apple,Fruits
77.1,52.85,68.42,26.83,75.88,7.1,214.08,Rambutan,Fruits
73.02,31.61,40.54,17.75,82.19,6.26,283.1,Cardamom,Cash Crops
99.23,78.51,42.67,19.63,41.42,6.43,77.66,Sunflower,Oilseeds
103.97,62.02,92.81,21.25,91.59,5.41,230.42,Cocoa,Plantation Crops
65.08,29.74,58.42,23.61,56.53,6.35,63.51,Tobacco,Cash Crops
20.8,26.7,44.43,35.58,69.84,8.03,42.96,Neem,Plantation Crops
84.0,72.0,88.28,14.84,78.79,7.53,69.78,Celery,Spices & Herbs
73.36,54.82,71.73,21.37,74.07,6.79,112.38,Passion Fruit,Fruits
114.57,61.59,84.56,18.18,58.18,7.04,98.18,Asparagus,Vegetables
77.39,37.8,73.84,19.99,51.9,7.3,105.8,Apple,Fruits
38.76,30.41,47.97,34.81,59.19,4.28,55.15,Sisal,Fiber Crops
69.84,42.58,54.37,18.34,40.75,5.87,70.46,Mustard,Oilseeds
23.03,68.2,46.75,26.89,55.69,6.91,44.54,Lentil,Pulses & Legumes
47.44,54.53,39.08,24.6,60.5,6.78,79.2,Coriander,Spices & Herbs
55.89,60.53,75.02,22.32,35.79,5.86,55.14,Mango,Fruits
99.89,19.95,80.05,30.09,81.54,6.41,89.2,Colocasia,Vegetables
57.45,32.2,86.26,27.2,56.38,5.87,89.73,Sweet Potato,Vegetables
69.42,61.27,96.84,14.51,68.73,6.73,95.76,Kiwi,Fruits
55.87,44.81,79.5,25.14,85.27,5.64,157.64,Mangosteen,Fruits
99.14,44.56,48.44,5.0,42.16,7.61,94.32,Wheat,Cereals & Grains
84.25,55.19,67.91,8.81,67.79,6.8,37.61,Celery Root,Vegetables
65.85,53.38,59.86,31.44,84.78,6.76,81.39,Orange,Fruits
58.81,72.16,87.23,20.8,76.8,7.12,143.81,Turmeric,Cash Crops
93.77,109.86,126.87,7.61,72.35,5.19,59.92,Potato,Vegetables
68.1,52.44,63.42,19.28,60.95,7.5,96.75,Cherry,Fruits
54.95,42.29,53.33,21.59,53.55,7.25,89.92,Dragon Fruit,Fruits
79.98,45.64,78.38,23.81,74.89,7.3,92.52,Cucumber,Vegetables
45.9,22.98,46.02,20.5,31.67,6.99,31.02,Tamarind,Plantation Crops
28.82,34.43,45.83,16.34,52.28,6.8,72.06,Lentil,Pulses & Legumes
83.56,64.93,64.82,25.4,63.55,7.19,59.06,Zucchini,Vegetables
45.04,37.44,45.07,31.63,38.08,5.28,74.13,Olive,Fruits
71.85,53.48,61.16,26.45,49.21,6.01,69.97,Watermelon,Fruits
92.48,71.69,56.45,24.47,60.19,6.58,103.69,Sunflower,Oilseeds
61.84,42.54,68.9,16.53,71.95,6.11,80.12,Lettuce,Vegetables
107.52,45.78,63.11,25.65,79.22,6.66,155.43,Litchi,Fruits
79.87,30.55,38.92,5.0,64.62,5.43,61.02,Rye,Cereals & Grains
50.9,36.96,62.08,25.55,70.24,6.58,94.04,Basil,Spices & Herbs
68.75,86.03,73.54,19.85,65.18,7.12,81.53,Zucchini,Vegetables
74.89,54.93,110.58,18.3,74.92,7.26,131.83,Kiwi,Fruits
94.78,50.54,108.93,10.66,66.94,6.9,70.11,Beetroot,Vegetables
97.98,52.38,89.3,28.22,68.31,7.42,50.58,Cucumber,Vegetables
92.42,61.95,110.17,16.57,68.48,6.67,56.88,Kohlrabi,Vegetables
66.03,31.56,70.48,10.92,50.04,6.19,70.35,Parsnip,Vegetables
82.43,34.12,36.42,10.01,58.35,3.96,62.2,Rye,Cereals & Grains
50.13,48.3,64.19,25.43,86.47,6.05,152.26,Vanilla,Cash Crops
98.36,45.42,97.79,30.07,62.04,6.38,163.41,Ginger,Cash Crops
22.85,55.46,44.17,29.1,68.37,6.19,77.14,Runner Bean,Pulses & Legumes
27.39,36.28,32.44,31.2,38.19,7.69,43.38,Moth Bean,Pulses & Legumes
55.5,25.96,17.43,25.63,58.54,6.68,23.38,Teff,Cereals & Grains
22.25,42.65,47.89,10.16,49.1,6.17,65.11,Field Pea,Pulses & Legumes
41.06,16.98,40.86,27.0,56.43,7.09,59.08,Tamarind,Plantation Crops
73.87,43.31,106.11,23.25,67.36,5.19,157.38,Pineapple,Fruits
136.65,49.76,76.44,19.44,55.22,7.59,60.39,Artichoke,Vegetables
85.41,41.85,70.5,14.08,68.22,6.6,30.94,Swiss Chard,Vegetables
70.23,44.28,103.58,30.6,61.14,5.7,85.65,Lemon,Fruits
58.36,24.44,48.72,18.87,72.58,6.67,71.76,Gooseberry,Fruits
122.02,73.24,78.07,23.3,46.45,6.28,49.99,Artichoke,Vegetables
76.29,41.9,40.71,19.23,93.97,5.32,166.03,Tea,Cash Crops
31.34,40.31,37.61,36.32,63.49,7.45,56.22,Cluster Bean,Vegetables
34.16,28.39,19.86,19.4,63.24,6.15,65.56,Coriander,Spices & Herbs
62.95,42.02,81.6,28.89,81.9,6.03,146.41,Turmeric,Cash Crops
66.8,28.94,47.84,23.01,82.03,6.72,155.62,Vanilla,Cash Crops
67.84,29.13,61.33,12.5,51.33,7.77,65.92,Grapes,Fruits
75.32,40.14,34.68,39.82,46.6,6.82,53.5,Millet,Cereals & Grains
101.12,48.1,91.78,18.58,51.54,6.27,68.07,Asparagus,Vegetables
38.71,47.28,52.32,20.34,62.03,5.88,80.55,Castor,Oilseeds
62.53,32.69,62.01,15.52,47.24,7.39,138.81,Grapes,Fruits
29.09,53.52,47.5,18.31,62.28,6.64,85.91,Peas,Pulses & Legumes
87.58,35.09,70.28,13.91,65.58,7.68,81.77,Cherry,Fruits
69.8,53.63,54.38,9.11,72.31,6.03,49.77,Strawberry,Fruits
60.71,26.78,41.01,6.05,52.7,5.44,71.04,Mustard,Oilseeds
58.35,43.24,97.03,16.37,60.48,6.55,88.62,Peach,Fruits
62.6,33.74,39.64,11.83,34.66,6.04,51.19,Linseed,Oilseeds
71.74,56.83,97.38,30.66,77.39,6.41,152.44,Colocasia,Vegetables
55.95,33.62,92.94,24.0,84.63,6.61,139.04,Longan,Fruits
82.43,52.16,70.26,18.18,56.1,6.14,62.12,Sunflower,Oilseeds
42.44,25.13,36.22,28.55,53.94,6.03,48.88,Sesame,Oilseeds
50.42,22.05,33.23,20.37,50.01,5.78,44.35,Dill,Spices & Herbs
39.33,34.95,35.44,29.14,38.58,6.69,37.18,Millet,Cereals & Grains
81.73,42.43,73.85,25.73,67.99,6.86,123.68,Grapefruit,Fruits
104.79,66.04,121.4,24.16,62.87,5.25,73.77,Cauliflower,Vegetables
44.81,19.7,36.82,17.84,35.03,6.86,26.8,Cumin,Spices & Herbs
85.46,45.71,38.56,28.49,66.66,7.42,76.56,Okra,Vegetables
149.25,59.97,157.53,31.2,77.17,6.74,196.23,Banana,Fruits
110.52,70.94,95.83,20.79,56.98,7.31,49.11,Leek,Vegetables
65.25,53.58,63.24,21.2,62.6,6.28,63.71,Swiss Chard,Vegetables
44.53,34.86,51.01,20.41,92.36,6.83,255.6,Vanilla,Cash Crops
49.93,48.36,87.44,26.47,49.0,7.0,72.37,Lemon,Fruits
42.14,52.67,85.02,28.05,60.41,6.48,49.33,Persimmon,Fruits
89.49,54.49,60.89,23.77,50.49,6.1,70.19,Hemp,Fiber Crops
69.89,68.0,51.61,28.69,84.87,6.08,164.68,Litchi,Fruits
33.18,41.81,32.78,30.35,64.75,7.8,81.54,Green Gram,Pulses & Legumes
61.09,25.29,29.6,29.01,69.04,7.05,69.8,Niger Seed,Oilseeds
83.83,42.34,96.05,27.36,72.28,6.6,74.23,Mandarin,Fruits
82.41,43.14,49.09,7.04,54.7,6.36,50.97,Triticale,Cereals & Grains
52.35,40.93,50.73,15.41,31.3,5.19,74.18,Fig,Fruits
86.93,39.44,39.62,30.2,65.88,6.56,39.18,Sudan Grass,Fodder Crops
22.92,40.72,45.47,29.08,62.09,6.15,83.17,Lima Bean,Pulses & Legumes
35.76,50.85,75.85,20.77,55.45,6.15,68.39,Alfalfa,Fodder Crops
48.48,58.14,66.59,18.54,65.88,7.4,50.67,Onion,Vegetables
